,Name,Time,Time_Range,ID,URL,Ingredients,steps,Tokens
2078,Caviar Noodles,0.0,0.0,5604,http://cooking.nytimes.com/recipes/5604-caviar-noodles,"['soba', 'salt', 'carrot', 'radish', 'scallions', 'rice vinegar', 'ginger', 'shallot', 'canola oil', 'tobiko', 'white pepper']","Add noodles to a large pot of boiling salted water. Cook about 10 minutes, until they are tender (they should not be al dente). Drain the noodles, cool in ice water for 5 minutes, then drain thoroughly. Toss the noodles in a bowl with the carrot, daikon and scallions. Mix the vinegar with the ginger and shallot. Beat in the oil, then fold in the tobiko or caviar. Pour this mixture over the noodles, and toss gently. Season with pepper, and salt if desired. Serve. ","['boil', 'cook', 'drain', 'drain', 'fold', 'pour', 'desir', 'tobiko', 'vinegar', 'pepper', 'oil', 'soba', 'canola', 'shallot', 'radish', 'ginger', 'scallion', 'carrot', 'white', 'rice', 'salt']"
2079,Corn on the Cob,5.0,0.0,5395,http://cooking.nytimes.com/recipes/5395-corn-on-the-cob,"['corn', 'cumin']","Husk the corn, and steam over hot water for about 2 minutes. As soon as corn cobs are removed from the water, sprinkle with the cumin and serve. ","['remov', 'corn', 'cumin']"
2080,Okra With Tomatoes And Oregano,120.0,0.0,5314,http://cooking.nytimes.com/recipes/5314-okra-with-tomatoes-and-oregano,"['olive oil', 'onion', 'garlic', 'tomatoes', 'oregano', 'cinnamon', 'okra', 'lemon juice', 'parsley', 'coarse salt', 'ground pepper', 'round', 'salt', 'pepper']","Heat the olive oil in a large heavy skillet and add the onion and garlic. Cook over moderate heat, stirring, until the onion begins to turn golden brown (about 10 minutes). Add the tomatoes and oregano and cook for a further 10 minutes. Season to taste with salt, pepper and cinnamon. Trim the cone tops off the okra without cutting into the pods. Add the okra to the onions and tomatoes and saut until tender. Add lemon juice to taste, sprinkle with parsley and serve. ","['add', 'stir', 'begin', 'turn', 'add', 'tast', 'trim', 'top', 'cut', 'add', 'tomato', 'pepper', 'oil', 'lemon', 'okra', 'onion', 'oliv', 'parsley', 'garlic', 'cinnamon', 'oregano', 'coars', 'ground', 'salt', 'round', 'juic']"
2081,Bay Scallops With Spinach and Garlic,10.0,0.0,5092,http://cooking.nytimes.com/recipes/5092-bay-scallops-with-spinach-and-garlic,"['olive oil', 'garlic', 'lemon', 'spinach', 'salt', 'pepper', 'bay scallops', 'lemon juice', 'white wine']","Heat 1 teaspoon of oil in a large pot over medium heat. Add the garlic and lemon zest and cook, stirring constantly, for 20 seconds. Add the spinach and toss from time to time until wilted. Drain off the liquid and season with 1 teaspoon of salt and pepper. Keep warm. Heat 1 teaspoon of oil in a large nonstick skillet over medium heat. Add the scallops and saut until just cooked through, about 1 minute. Remove the scallops from the pan and add the lemon juice and wine. Cook, scraping the bottom of the pan, for 15 seconds. Remove from heat, toss in the scallops and season with the remaining salt and pepper to taste. Place a mound of spinach in the center of 4 plates and surround with scallops. Serve immediately. ","['add', 'stir', 'add', 'wilt', 'drain', 'keep', 'add', 'cook', 'remov', 'add', 'scrape', 'remov', 'remain', 'place', 'pepper', 'oil', 'lemon', 'spinach', 'oliv', 'bay', 'scallop', 'garlic', 'white', 'wine', 'salt', 'juic']"
2082,Linguine With Garlic and Lemon,15.0,0.0,6398,http://cooking.nytimes.com/recipes/6398-linguine-with-garlic-and-lemon,"['dry linguine', 'olive oil', 'garlic', 'lemon', 'lemon juice', 'salt', 'pepper', 'parsley']","Bring a large pot of salted water to a boil. Add the linguine and cook until al dente, about 10 to 12 minutes. Drain. Meanwhile, heat the olive oil in a small nonstick skillet over medium-low heat. Add the garlic and cook, stirring constantly, for 45 seconds; do not let the garlic brown. Place the pasta in a large bowl and add the remaining ingredients. Toss to coat well. Divide among 4 plates and serve immediately. ","['bring', 'add', 'heat', 'add', 'stir', 'let', 'place', 'add', 'remain', 'coat', 'serv', 'pepper', 'oil', 'lemon', 'oliv', 'parsley', 'dri', 'garlic', 'linguin', 'salt', 'juic']"
2083,"Fusilli With Tomatoes, Eggplant and Pine Nuts",0.0,0.0,7044,http://cooking.nytimes.com/recipes/7044-fusilli-with-tomatoes-eggplant-and-pine-nuts,"['eggplant', 'salt', 'olive oil', 'garlic', 'fusilli', 'oregano', 'olives', 'tomatoes', 'pine nuts', 'pepper', 'parmesan']","Slice the eggplant and sprinkle with salt. Leave them for 30 minutes, then pat them dry with paper towels. Preheat grill or broiler. Brush the eggplant slices on both sides with olive oil and sprinkle them with garlic. Grill them until tender and set aside. When the eggplant has cooled, chop it into half-inch pieces. Meanwhile, bring six quarts salted water to a rolling boil and add the fusilli. Cook until al dente. While the pasta is cooking, chop the oregano and saute it in the remaining olive oil for one to two minutes. Add the olives, tomatoes and eggplant and heat them through. Drain the fusilli. Put the sauce in a heated serving bowl and add the pasta. Toss well and add the pine nuts. Season with salt and pepper and serve. Freshly grated Parmesan cheese should be passed separately. ","['leav', 'pat', 'sprinkl', 'set', 'cool', 'chop', 'bring', 'salt', 'add', 'cook', 'chop', 'saut', 'remain', 'add', 'drain', 'put', 'add', 'add', 'grate', 'pass', 'tomato', 'pepper', 'oil', 'oregano', 'nut', 'oliv', 'pine', 'garlic', 'eggplant', 'parmesan', 'salt', 'fusilli']"
2084,Spaghetti With Tomato and Red Pepper Sauce,0.0,0.0,7045,http://cooking.nytimes.com/recipes/7045-spaghetti-with-tomato-and-red-pepper-sauce,"['olive oil', 'onion', 'garlic', 'red peppers', 'spaghetti', 'tomatoes', 'basil leaves', 'parmesan', 'coarse salt', 'ground pepper', 'round', 'salt', 'pepper']","Heat the olive oil in a large skillet and cook the onion with the garlic until soft. Add the peppers and cook them over low heat for 20 minutes, stirring them occasionally. Meanwhile, bring six quarts salted water to a rolling boil and add the spaghetti. While the spaghetti is cooking add the tomatoes, salt and pepper to the sweet peppers. Cook for one to two minutes, just enough to heat the tomatoes through. Stir in the basil leaves and correct seasoning. Drain the pasta, put it in a heated bowl and toss it with the sauce. Serve grated Parmesan cheese separately. ","['cook', 'add', 'cook', 'stir', 'bring', 'salt', 'add', 'cook', 'add', 'heat', 'drain', 'put', 'toss', 'grate', 'tomato', 'pepper', 'oil', 'onion', 'salt', 'coars', 'oliv', 'garlic', 'parmesan', 'basil', 'leav', 'spaghetti', 'round', 'red', 'ground']"
2085,"Penne With Tomatoes, Basil and Two Cheeses",0.0,0.0,7043,http://cooking.nytimes.com/recipes/7043-penne-with-tomatoes-basil-and-two-cheeses,"['olive oil', 'penne', 'emmenthaler cheese', 'mozzarella', 'tomatoes', 'basil', 'coarse salt', 'ground pepper', 'round', 'salt', 'pepper']","Bring six quarts salted water to a rolling boil with one tablespoon olive oil. Add the penne and cook until al dente. While the penne is cooking, cut the cheeses into half-inch cubes. Chop the tomatoes. Put a layer of cheese and tomatoes in a large bowl. Drain the penne, then add it to the bowl with the remaining olive oil, cheese, tomatoes and basil. Mix ingredients well, season to taste with salt and pepper and serve. No Parmesan is needed with this dish. ","['salt', 'add', 'cook', 'cut', 'chop', 'put', 'drain', 'add', 'remain', 'tast', 'need', 'tomato', 'pepper', 'oil', 'oliv', 'round', 'chees', 'emmenthal', 'coars', 'basil', 'penn', 'salt', 'mozzarella', 'ground']"
2086,Sweet and Sour Cucumbers,10.0,0.0,7136,http://cooking.nytimes.com/recipes/7136-sweet-and-sour-cucumbers,"['cider vinegar', 'sugar', 'cucumbers']","Mix vinegar and sugar in a saucepan; heat just to melt sugar. Wash, trim and slice cucumbers 1/8 inch thick, and stir into vinegar mixture. ","['melt', 'stir', 'vinegar', 'cucumb', 'cider', 'sugar']"
2087,Linguine With Tomatoes And Tofu,0.0,0.0,6883,http://cooking.nytimes.com/recipes/6883-linguine-with-tomatoes-and-tofu,"['linguine', 'salt', 'tomatoes', 'olive oil', 'garlic', 'capers', 'tofu', 'basil leaves', 'pepper flakes', 'red pepper', 'pepper']","Bring a large pot of water to a boil for the linguine. Toss in a teaspoon of salt. While water is coming to a boil, core tomatoes, cut in eighths and pulse in a food processor until finely chopped. Transfer the chopped tomatoes to a colander suspended over a bowl so excess liquid can drain. When the water is boiling, add the linguine and stir. Heat two tablespoons of the oil in a saucepan, add the garlic and cook over medium-low heat until lightly browned. Remove from the heat and put in a large bowl. Stir in the drained tomatoes and capers and fold in the tofu. Season to taste with salt and hot red pepper flakes. The seasonings should be fairly assertive so they will not fade once the pasta is mixed in. Set aside. When the linguine has cooked about seven minutes and is al dente, drain it in a colander, toss it with the remaining tablespoon of oil and add it to the bowl with the tomatoes. Add the basil and fold all the ingredients together. Check seasonings and serve while still warm. ","['bring', 'come', 'cut', 'chop', 'transfer', 'suspend', 'drain', 'boil', 'add', 'add', 'brown', 'remov', 'put', 'tast', 'fade', 'cook', 'drain', 'remain', 'add', 'add', 'fold', 'check', 'serv', 'tomato', 'caper', 'pepper', 'oil', 'tofu', 'oliv', 'flake', 'garlic', 'linguin', 'basil', 'leav', 'salt', 'red']"
2088,Penne Amatriciana,0.0,0.0,6884,http://cooking.nytimes.com/recipes/6884-penne-amatriciana,"['olive oil', 'pancetta', 'salt', 'onion', 'garlic', 'tomatoes', 'penne', 'parsley', 'parmesan cheese', 'chili', 'red chili']","Heat the oil in a large skillet, add the pancetta or bacon and saute over medium heat until the pancetta is beginning to turn golden. Add the onion and cook over low heat about 10 minutes, until it is very soft. While the onion is cooking, bring a large pot of salted water to a boil. When the onion is soft, stir in the garlic, tomatoes and chili, increase heat to medium and allow to cook, stirring from time to time, until the tomatoes are soft, about 10 minutes. While the tomatoes are cooking add the penne to the boiling water, stir and cook for eight minutes. Drain thoroughly. Season tomato sauce to taste, add penne and parsley to skillet, stir and cook a minute or two longer so ingredients thoroughly intermingle, then serve with grated Parmesan. ","['add', 'begin', 'turn', 'add', 'cook', 'bring', 'allow', 'cook', 'stir', 'cook', 'add', 'skillet', 'cook', 'intermingl', 'serv', 'tomato', 'oil', 'onion', 'oliv', 'parsley', 'pancetta', 'chees', 'garlic', 'parmesan', 'penn', 'chili', 'salt', 'red']"
2089,Spaghetti With Italian Tuna,0.0,0.0,6885,http://cooking.nytimes.com/recipes/6885-spaghetti-with-italian-tuna,"['spaghetti', 'salt', 'tuna', 'plum tomatoes', 'garlic', 'olives', 'basil', 'black pepper']","Bring a large pot of salted water to a boil, add the spaghetti and cook until al dente, about six minutes. While the spaghetti is cooking, put the tuna and its oil in a bowl and mash it with a fork. Stir in the tomatoes, garlic, olives and basil. Season to taste with salt and pepper. Drain spaghetti, reserving a couple of tablespoons of cooking water. Transfer spaghetti to a bowl. Fold in tuna mixture, adding the reserved cooking water if needed to thin sauce. Season with pepper and serve warm or at room temperature. ","['bring', 'add', 'cook', 'put', 'mash', 'tast', 'reserv', 'cook', 'transfer', 'ad', 'reserv', 'need', 'thin', 'serv', 'tomato', 'pepper', 'spaghetti', 'plum', 'oliv', 'garlic', 'basil', 'black', 'tuna', 'salt']"
2090,Sauteed Zucchini,10.0,0.0,7605,http://cooking.nytimes.com/recipes/7605-sauteed-zucchini,"['zucchini', 'pan spray', 'olive oil']","Wash, trim and slice the zucchini into 1/4-inch-thick slices. Heat a large nonstick pan until it is very hot; reduce heat to medium-high and spray with pan spray; then add the oil. Saute zucchini until slices are brown on both sides and tender. ","['slice', 'reduc', 'add', 'brown', 'spray', 'oil', 'oliv', 'pan', 'zucchini']"
2091,"Salmon, Tomatoes, Corn and Orzo",30.0,0.0,11801,http://cooking.nytimes.com/recipes/11801-salmon-tomatoes-corn-and-orzo,"['onion', 'olive oil', 'corn', 'ginger', 'cumin', 'orzo', 'pan spray', 'salmon fillet', 'tomatoes', 'garlic', 'oregano']","Bring water to boil in large covered pot. Chop whole onion. Heat nonstick pan over high heat until it very hot. Reduce heat to medium-high and add oil and onion. Saute until onion begins to soften. Shuck corn and scrape kernels from cobs; grate the ginger. Add the corn kernels, cumin and ginger to the onion and continue to cook until the corn is done, two or three minutes. Cook the orzo. When onion-corn mixture is cooked, spoon into a serving bowl. Wipe out the pan and spray it lightly with pan spray. Saute the salmon in the pan, following the Canadian rule: measure fish at the thickest part and cook 8 to 10 minutes to the inch. Wash, dry, trim and quarter the tomatoes and halve them. Squeeze out some of the seeds and juice, and cut the tomatoes into small dice. Mince the garlic; wash, dry and chop the oregano and stir into the tomatoes. Add to corn mixture. When orzo is cooked, drain and stir in. When salmon is cooked, cut into bite-size pieces and carefully stir in. ","['boil', 'cover', 'begin', 'soften', 'grate', 'add', 'continu', 'cook', 'done', 'cook', 'cook', 'serv', 'wipe', 'saut', 'follow', 'halv', 'squeez', 'cut', 'chop', 'cook', 'cook', 'cut', 'stir', 'tomato', 'oil', 'onion', 'salmon', 'corn', 'oliv', 'cumin', 'ginger', 'fillet', 'spray', 'garlic', 'pan', 'oregano', 'orzo']"
2092,Herbed Rice Salad,60.0,0.0,5916,http://cooking.nytimes.com/recipes/5916-herbed-rice-salad,"['long-grain rice', 'water', 'cucumber', 'chives', 'rice vinegar', 'herb-flavored oil', 'round', 'salt', 'black pepper', 'pepper']","Put the rice in a saucepan, add the water, bring to a boil, cover and cook for about 15 minutes, until the water is absorbed. Set aside, covered, for five minutes longer. Remove cover and allow rice to cool about 30 minutes until barely warm, fluffing it occasionally with a fork. When the rice has cooled, transfer it to a bowl and lightly mix in the remaining ingredients. Set aside at room temperature till serving. ","['put', 'add', 'bring', 'absorb', 'cover', 'remov', 'allow', 'cool', 'fluf', 'cool', 'transfer', 'mix', 'remain', 'serv', 'vinegar', 'long-grain', 'oil', 'pepper', 'herb-flavor', 'water', 'cucumb', 'black', 'chive', 'rice', 'salt', 'round']"
2093,Figs With Mascarpone and Honey,0.0,0.0,6167,http://cooking.nytimes.com/recipes/6167-figs-with-mascarpone-and-honey,"['figs', 'mascarpone', 'honey']","Wipe the figs with a clean kitchen towel and cut off the stems. Slice the figs in half and arrange them in a circle on a platter, overlapping them slightly. In the center, pile up the mascarpone. Pour the honey over the figs in a very thin stream (if necessary, heat the honey to thin it out). Serve immediately with thin sugar cookies. ","['cut', 'arrang', 'overlap', 'pile', 'pour', 'honey', 'fig', 'mascarpon']"
2094,"Crunchy Fava-Bean Salad With Frisee, Peppers and Pecorino",20.0,0.0,4953,http://cooking.nytimes.com/recipes/4953-crunchy-fava-bean-salad-with-frisee-peppers-and-pecorino,"['fava beans', 'olive oil', 'celery', 'leek rounds', 'salt', 'black pepper', 'lemon juice', 'lemon', 'garlic', 'frisee', 'pecorino cheese', 'bell pepper', 'pepper']","Bring a medium pot of lightly salted water to a boil and add the beans. Cook for 3 to 4 minutes, until tender but not mushy. Refresh the beans in ice water. Drain and peel the beans. You will have about 2 cups. Heat 2 tablespoons of the olive oil in a medium skillet. Over high heat, cook the celery and leeks for 3 to 4 minutes, stirring occasionally; the vegetables should retain some crispness. Add the yellow pepper and cook 1 to 2 minutes more. Add the fava beans, 1/2 teaspoon salt and black pepper to taste. Remove from the heat and set aside to cool. To make the vinaigrette, place the lemon juice, lemon zest, remaining salt, fresh black pepper, garlic and remaining olive oil in a jar. Close the lid tightly and shake vigorously to combine. To assemble the salad, pour the vinaigrette into a large bowl. Add the cooked vegetables, frisee and pecorino and toss lightly to coat evenly. Adjust the seasoning if necessary and serve immediately. ","['bring', 'salt', 'add', 'refresh', 'peel', 'cook', 'stir', 'retain', 'add', 'add', 'remov', 'set', 'cool', 'make', 'place', 'remain', 'remain', 'close', 'shake', 'combin', 'assembl', 'pour', 'add', 'coat', 'adjust', 'serv', 'celeri', 'pepper', 'oil', 'lemon', 'bell', 'fava', 'oliv', 'pecorino', 'round', 'bean', 'chees', 'black', 'frise', 'garlic', 'salt', 'leek', 'juic']"
2095,Figs with Creme Fraiche And Raspberry Coulis,0.0,0.0,6168,http://cooking.nytimes.com/recipes/6168-figs-with-creme-fraiche-and-raspberry-coulis,"['raspberries', 'sugar', 'figs', 'creme fraiche', 'mint']",Cook the raspberries in a nonreactive pan with the sugar until they turn mushy and the sugar has melted. Press them through a sieve. Wipe the figs with a clean kitchen towel and cut off the stems. Pour a small pool of the sauce onto four individual plates. Slice the figs in quarters and arrange them in a circle on the plates. Put a dollop of creme fraiche or whipped cream in the center and top with a sprig of mint. Serve immediately with thin sugar cookies on the side. ,"['cook', 'turn', 'melt', 'press', 'cut', 'pour', 'arrang', 'put', 'whip', 'raspberri', 'sugar', 'creme', 'fig', 'fraich', 'mint']"
2096,Toasted Tomato Tartlets,0.0,0.0,6896,http://cooking.nytimes.com/recipes/6896-toasted-tomato-tartlets,"['butter', 'white bread', 'cherry tomatoes', 'parmesan cheese']","Preheat oven to 400 degrees. Brush 24 tiny muffin tins (1 1/2 inches in diameter) with the butter. Using a 3-inch-diameter biscuit cutter or a glass, cut a circle from the center of each slice of bread. Carefully fit a circle of bread into each muffin tin, pressing it in gently so it covers the bottom and sides. Place a tomato half, cut side up, into each muffin tin. Sprinkle with the cheese. Place in the oven and bake for 5 minutes or so, until the bread is lightly toasted. Remove the tartlets from the tins. Serve warm. ","['use', 'cut', 'fit', 'press', 'cover', 'place', 'cut', 'toast', 'remov', 'butter', 'tomato', 'chees', 'parmesan', 'cherri', 'white', 'bread']"
2097,Aioli With Vegetables,45.0,0.0,8807,http://cooking.nytimes.com/recipes/8807-aioli-with-vegetables,"['garlic', 'egg', 'lemon juice', 'salt', 'pepper', 'olive oil', 'italian parsley', 'red potatoes', 'asparagus', 'baby carrots', 'fennel bulb', 'cherry tomatoes']","Place the garlic, egg yolks, lemon juice, 1/2 teaspoon of salt and pepper to taste in a food processor and process until smooth. With the motor on, pour in the olive oil in a slow stream; the mixture should emulsify and thicken. Mix in 1 tablespoon of parsley and more salt if needed. Put in a bowl and refrigerate until ready to serve. Steam the potatoes until tender, about 25 minutes. Steam the asparagus until crisp-tender, about 4 minutes. Blanch the carrots in salted boiling water for 30 seconds. Drain and run under cold water. Drain. Arrange the vegetables on a platter, including the fennel bulb. Garnish the fennel with its chopped greens and sprinkle the remaining parsley over the potatoes. Serve with the aioli. ","['tast', 'emulsifi', 'thicken', 'need', 'put', 'serv', 'steam', 'steam', 'run', 'includ', 'garnish', 'sprinkl', 'remain', 'serv', 'tomato', 'pepper', 'oil', 'lemon', 'potato', 'babi', 'salt', 'oliv', 'parsley', 'asparagu', 'fennel', 'carrot', 'garlic', 'cherri', 'bulb', 'italian', 'egg', 'red', 'juic']"
2098,Eggplant Dip,60.0,0.0,8806,http://cooking.nytimes.com/recipes/8806-eggplant-dip,"['eggplant', 'onion', 'garlic', 'plum tomatoes', 'fresh basil', 'italian parsley', 'kosher salt', 'olive oil', 'gin', 'olive', 'oil', 'ground pepper', 'round', 'pepper', 'lemon juice', 'ice', 'juice', 'lemon']","Preheat the oven to 375 degrees. Prick the eggplant with a fork. Place on a baking sheet and bake until soft, about 45 minutes. When cool, split in half and remove seeds. Scoop out the flesh and coarsely chop. Place in a bowl. Stir the onion, garlic and tomatoes into the eggplant. Stir in the olive oil and lemon juice. Stir in basil, parsley, salt and pepper. Serve. ","['preheat', 'prick', 'bake', 'remov', 'scoop', 'stir', 'tomato', 'pepper', 'oil', 'lemon', 'juic', 'onion', 'plum', 'oliv', 'parsley', 'ice', 'kosher', 'garlic', 'eggplant', 'gin', 'basil', 'fresh', 'ground', 'salt', 'round', 'italian']"
2099,Fresh Tomato Sauce With Olives and Basil,20.0,0.0,8734,http://cooking.nytimes.com/recipes/8734-fresh-tomato-sauce-with-olives-and-basil,"['olive oil', 'garlic', 'onion', 'tomatoes', 'basil leaves', 'olives', 'black olives', 'salt', 'pepper']","Heat 1 teaspoon of the olive oil in a medium-size nonstick skillet over medium heat. Add the garlic and onion and cook, stirring often, for 5 minutes. Stir in the tomatoes and cook for 5 minutes. Meanwhile, combine the basil and olives in a medium-size mixing bowl. Stir the tomato mixture into the basil and olives and let cool to room temperature. Stir in the remaining olive oil and season with salt and pepper. ","['add', 'stir', 'combin', 'stir', 'let', 'remain', 'tomato', 'pepper', 'oil', 'onion', 'oliv', 'garlic', 'basil', 'leav', 'salt', 'black']"
2100,Herb-Crumbed Broiled Tomatoes,15.0,0.0,8736,http://cooking.nytimes.com/recipes/8736-herb-crumbed-broiled-tomatoes,"['olive oil', 'garlic', 'bread crumbs', 'parsley', 'thyme', 'salt', 'pepper', 'tomatoes']","Preheat the broiler. Heat the olive oil in a medium-size nonstick skillet. Add the garlic and cook, stirring constantly, for 30 seconds. Stir in the bread crumbs and remove from heat. Stir in the parsley, thyme, salt and pepper. Place the tomatoes on a baking sheet and sprinkle heavily with the crumbs. Broil just until the crumbs are lightly browned. Serve immediately. ","['preheat', 'add', 'stir', 'remov', 'place', 'brown', 'tomato', 'pepper', 'oil', 'crumb', 'thyme', 'oliv', 'parsley', 'garlic', 'salt', 'bread']"
2101,Hanoi-Style Grilled Fish,0.0,0.0,6588,http://cooking.nytimes.com/recipes/6588-hanoi-style-grilled-fish,"['monkfish', 'muoc mam', 'turmeric', 'galangal root', 'black pepper', 'oil', 'dill', 'scallions', 'rice', 'cilantro', 'basil']","Rub fish with sauce, turmeric, galangal or ginger root, and pepper. Heat a heavy skillet, add the oil, and heat until hot. Lay the fish in the pan, and sear over high heat for 5 or 6 minutes on each side until golden on the outside and cooked inside. Sprinkle the top with the fresh dill and scallions. Then remove. To serve, arrange rice noodles in bowls, and place fish on top. Sprinkle the remaining fresh herbs on top, and serve with dipping sauce. ","['heat', 'add', 'lay', 'sear', 'sprinkl', 'remov', 'serv', 'arrang', 'sprinkl', 'remain', 'serv', 'dip', 'turmer', 'pepper', 'oil', 'dill', 'root', 'muoc', 'cilantro', 'scallion', 'rice', 'black', 'galang', 'basil', 'monkfish', 'mam']"
2102,Grilled Cumin-Scented Mahi-Mahi,0.0,0.0,7311,http://cooking.nytimes.com/recipes/7311-grilled-cumin-scented-mahi-mahi,"['mahi-mahi', 'cumin', 'olive oil', 'lemons', 'cumin seeds', 'tomatoes', 'cayenne pepper', 'round', 'salt', 'black pepper', 'pepper']","Run your hand lightly over the mahi-mahi fillets and if you feel any little bones sticking up, pull those pin bones out with a tweezer or small pliers. Mix the cumin, olive oil, half the lemon juice and salt and pepper to taste in a dish large enough to hold the fish in a single layer. Add the fish, turning it over once to coat both sides, then cover and refrigerate the mahi-mahi for about two hours. While the fish is marinating, toast the cumin seeds by tossing in a hot skillet until they give off a rich aroma. Transfer to a small dish and mix with the tomato and remaining lemon juice. Season to taste with cayenne pepper and set aside. Preheat a grill. Grill the mahi-mahi, turning it once, until the fish is nicely seared and just cooked throughout. Remove it from the grill with a spatula and put on a platter. Sprinkle the fillets with the reserved cumin seed, tomato and lemon juice mixture and serve hot or at room temperature. ","['run', 'feel', 'stick', 'tast', 'hold', 'add', 'turn', 'coat', 'refriger', 'marin', 'toss', 'give', 'transfer', 'remain', 'tast', 'set', 'preheat', 'grill', 'turn', 'cook', 'remov', 'put', 'sprinkl', 'reserv', 'serv', 'tomato', 'pepper', 'oil', 'lemon', 'mahi-mahi', 'salt', 'oliv', 'cumin', 'seed', 'black', 'cayenn', 'round']"
2103,Long-Roasted New Potatoes,105.0,0.0,7313,http://cooking.nytimes.com/recipes/7313-long-roasted-new-potatoes,"['olive oil', 'gin', 'olive', 'oil', 'round', 'salt', 'black pepper', 'pepper', 'potatoes', 'potato', 'new potatoes', 'leaves', 'rosemary', 'rosemary leaves', 'fresh rosemary']","Preheat oven to 375 degrees. Select a baking dish just large enough to hold the potatoes in a single layer. Pour the olive oil into it. Add the potatoes and, with your hands, roll them around in the oil until they are all have a light coating on them. Season to taste with salt and pepper and roll the potatoes around once more. Put in the oven and bake for an hour an a half, turning the potatoes once or twice during baking. Sprinkle with rosemary and serve hot or set aside to cool to room temperature, then serve. ","['select', 'hold', 'pour', 'add', 'roll', 'coat', 'tast', 'roll', 'put', 'turn', 'bake', 'serv', 'set', 'cool', 'pepper', 'oil', 'fresh', 'potato', 'rosemari', 'oliv', 'leav', 'black', 'new', 'gin', 'salt', 'round']"
2104,Jeffrey Buben’s Barbecue Sauce,15.0,0.0,5638,http://cooking.nytimes.com/recipes/5638-jeffrey-bubens-barbecue-sauce,"['onion', 'garlic', 'jalapeno pepper', 'vegetable oil', 'tomato paste', 'chili powder', 'coffee', 'worcestershire sauce', 'cider vinegar', 'apple cider', 'brown sugar']","In a medium saucepan, saute the onions, garlic and jalapenos in oil until they glisten, about a minute. Cover the pan, and cook until the onions are translucent, about 2 minutes. Stir in the tomato paste, and saute about 2 minutes more. Add the remaining ingredients. Mix well, and bring to a full boil. Reduce to a simmer, and continue to cook for another 4 to 5 minutes. When meat is cut, spoon juices from meat into sauce. ","['saut', 'glisten', 'cover', 'saut', 'add', 'remain', 'bring', 'continu', 'cook', 'cut', 'tomato', 'sauc', 'pepper', 'oil', 'onion', 'jalapeno', 'vinegar', 'veget', 'brown', 'cider', 'coffe', 'sugar', 'past', 'appl', 'garlic', 'powder', 'chili', 'worcestershir']"
2105,Onion Slaw,0.0,0.0,5640,http://cooking.nytimes.com/recipes/5640-onion-slaw,"['ricotta cheese', 'yogurt', 'celery seed', 'celery salt', 'mustard', 'onion', 'garlic', 'sugar', 'cabbage', 'parsley', 'wine', 'red wine', 'vinegar', 'wine vinegar']","Puree the ricotta in a food processor or blender until very smooth. Add the yogurt and vinegar, and process thoroughly. Remove from processor, and add celery seed, celery salt and mustard. Combine the onion, garlic, sugar, cabbage and parsley, and fold in the dressing. Serve over beef. ","['pure', 'add', 'remov', 'add', 'combin', 'celeri', 'vinegar', 'mustard', 'onion', 'salt', 'parsley', 'cabbag', 'sugar', 'chees', 'garlic', 'yogurt', 'ricotta', 'seed', 'red', 'wine']"
2106,Scrambled Eggs With Caviar,0.0,0.0,10015,http://cooking.nytimes.com/recipes/10015-scrambled-eggs-with-caviar,"['eggs', 'heavy cream', 'butter', 'salt', 'sevruga caviar']","In a bowl, beat eggs and cream until well blended. In a saucepan over medium flame, melt one tablespoon of the butter. Add eggs, and cook over medium-low heat, stirring all around sides and bottom with a plastic spatula. When mixture is slightly thickened, add remaining butter and salt to taste. Do not overcook eggs or they will toughen. When eggs are firm but moist, remove from heat. Transfer eggs to individual warm ramekins. Top each with a tablespoon of caviar. Serve immediately. ","['blend', 'melt', 'stir', 'thicken', 'add', 'remain', 'overcook', 'toughen', 'remov', 'transfer', 'butter', 'salt', 'caviar', 'heavi', 'sevruga', 'egg', 'cream']"
2107,Chinese Broccoli and Potato Salad,45.0,0.0,5728,http://cooking.nytimes.com/recipes/5728-chinese-broccoli-and-potato-salad,"['potatoes', 'broccoli', 'red onion', 'garlic', 'sesame oil', 'rice vinegar', 'dry sherry', 'soy sauce', 'black pepper']","Scrub potatoes and place in a large pot; cover with water and bring to boil. Cook 10 to 20 minutes, depending on the size of the potatoes. Remove tough stems from whole broccoli. Cut florets into bite-size pieces. Mince onion and garlic. In a serving bowl large enough to hold the potatoes and broccoli, mix the oil, vinegar, sherry and soy sauce. About 5 minutes before potatoes are cooked, add broccoli in a steamer basket to the cooking potatoes and cook until broccoli is tender but still firm. Add onion and garlic to dressing. When broccoli and potatoes are done, drain. Stir broccoli into dressing. Cut up potatoes into halves or quarters, depending on size, and stir gently into dressing. ","['bring', 'boil', 'cook', 'depend', 'floret', 'hold', 'mix', 'cook', 'add', 'dress', 'done', 'broccoli', 'dress', 'depend', 'stir', 'dress', 'vinegar', 'pepper', 'oil', 'onion', 'potato', 'sherri', 'sauc', 'dri', 'sesam', 'soy', 'garlic', 'rice', 'broccoli', 'red', 'black']"
